"DATE","CITY_COUNT_FULLY_CUMULATIVE","CITY_COUNT_1PLUS_CUMULATIVE","CITY_COUNT_ADDITIONAL_CUMULATIVE","CITY_COUNT_BIVALENT_ADDITIONAL_CUMULATIVE","CITY_PERC_FULLY","CITY_PERC_1PLUS","CITY_PERC_ADDITIONAL","CITY_PERC_BIVALENT_ADDITIONAL","COUNT_FULLY_CUMULATIVE_FEMALE","COUNT_1PLUS_CUMULATIVE_FEMALE","COUNT_ADDITIONAL_CUMULATIVE_FEMALE","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_FEMALE","PERC_FULLY_FEMALE","PERC_1PLUS_FEMALE","PERC_ADDITIONAL_FEMALE","PERC_BIVALENT_ADDITIONAL_FEMALE","COUNT_FULLY_CUMULATIVE_MALE","COUNT_1PLUS_CUMULATIVE_MALE","COUNT_ADDITIONAL_CUMULATIVE_MALE","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_MALE","PERC_FULLY_MALE","PERC_1PLUS_MALE","PERC_ADDITIONAL_MALE","PERC_BIVALENT_ADDITIONAL_MALE","COUNT_FULLY_CUMULATIVE_OTHER","COUNT_1PLUS_CUMULATIVE_OTHER","COUNT_ADDITIONAL_CUMULATIVE_OTHER","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_OTHER","COUNT_FULLY_CUMULATIVE_UNKNOWN","COUNT_1PLUS_CUMULATIVE_UNKNOWN","COUNT_ADDITIONAL_CUMULATIVE_UNKNOWN","COUNT_BIVALENT_ADDITIONAL_CUMULATIVE_UNKNOWN"
2022-10-22,6685134,7455050,3357888,529908,80.19,89.42,40.28,6.36,"3506409",3882964,"1839903","291567",80.45,89.09,42.22,6.69,3134340,3519226,"1502133","237695",78.78,88.46,37.76,5.97,"2341","2849","921","36","42044","50011","14931","610"
2022-10-23,6685458,7455451,3357913,534598,80.19,89.43,40.28,6.41,"3506587",3883188,"1839916","294123",80.46,89.1,42.22,6.75,3134485,3519403,"1502145","239826",78.79,88.46,37.76,6.03,"2341","2849","921","36","42045","50011","14931","613"
2022-10-24,6686525,7456774,3357991,549361,80.2,89.44,40.28,6.59,"3507140",3883887,"1839956","302022",80.47,89.11,42.22,6.93,3134999,3520026,"1502183","246672",78.8,88.48,37.76,6.2,"2341","2849","921","40","42045","50012","14931","627"
2022-10-25,6687629,7458046,3358094,563639,80.22,89.46,40.28,6.76,"3507733",3884543,"1840009","309659",80.48,89.13,42.22,7.1,3135508,3520637,"1502233","253287",78.81,88.49,37.76,6.37,"2341","2851","921","44","42047","50015","14931","649"
2022-10-26,6688872,7459431,3358188,579523,80.23,89.48,40.28,6.95,"3508425",3885302,"1840062","318429",80.5,89.15,42.22,7.31,3136058,3521261,"1502272","260378",78.83,88.51,37.76,6.54,"2341","2851","921","45","42048","50017","14933","671"
2022-10-27,6689861,7460635,3358281,594141,80.24,89.49,40.28,7.13,"3508957",3885959,"1840114","326539",80.51,89.16,42.22,7.49,3136512,3521804,"1502313","266860",78.84,88.52,37.76,6.71,"2341","2852","921","48","42051","50020","14933","694"
2022-10-28,6691180,7462018,3358390,610434,80.26,89.51,40.28,7.32,"3509637",3886667,"1840174","335615",80.53,89.18,42.22,7.7,3137149,3522478,"1502362","274055",78.85,88.54,37.76,6.89,"2341","2852","921","49","42053","50021","14933","715"
2022-10-29,6691723,7462577,3358467,618301,80.27,89.51,40.28,7.42,"3509921",3886958,"1840217","339992",80.53,89.18,42.22,7.8,3137405,3522746,"1502395","277532",78.86,88.55,37.76,6.98,"2341","2852","921","49","42056","50021","14934","728"
2022-10-30,6691992,7462948,3358489,622662,80.27,89.52,40.29,7.47,"3510079",3887166,"1840232","342380",80.54,89.19,42.22,7.86,3137516,3522909,"1502402","279502",78.86,88.55,37.76,7.03,"2341","2852","921","49","42056","50021","14934","731"
2022-10-31,6692957,7464163,3358538,636210,80.28,89.53,40.29,7.63,"3510598",3887836,"1840250","349742",80.55,89.2,42.22,8.02,3137961,3523452,"1502432","285681",78.87,88.56,37.76,7.18,"2341","2852","921","49","42057","50023","14935","738"
2022-11-01,6693978,7465430,3358632,648954,80.29,89.55,40.29,7.78,"3511113",3888505,"1840299","356672",80.56,89.22,42.22,8.18,3138465,3524047,"1502476","291468",78.89,88.58,37.77,7.33,"2342","2853","921","51","42058","50025","14936","763"
2022-11-02,6695033,7466726,3358727,662918,80.31,89.56,40.29,7.95,"3511658",3889202,"1840354","364348",80.57,89.24,42.23,8.36,3138974,3524644,"1502516","297742",78.9,88.59,37.77,7.48,"2342","2853","921","52","42059","50027","14936","776"
2022-11-03,6695976,7467859,3358813,674978,80.32,89.58,40.29,8.1,"3512168",3889796,"1840399","371110",80.58,89.25,42.23,8.51,3139406,3525183,"1502557","303029",78.91,88.61,37.77,7.62,"2342","2853","921","52","42060","50027","14936","787"
2022-11-04,6697141,7469196,3358918,689901,80.33,89.59,40.29,8.28,"3512784",3890533,"1840458","379650",80.6,89.27,42.23,8.71,3139953,3525782,"1502603","309400",78.92,88.62,37.77,7.78,"2342","2853","921","53","42062","50028","14936","798"
2022-11-05,6697669,7469892,3358988,696938,80.34,89.6,40.29,8.36,"3513073",3890917,"1840493","383535",80.61,89.27,42.23,8.8,3140192,3526093,"1502638","312543",78.93,88.63,37.77,7.86,"2342","2853","921","54","42062","50029","14936","806"
2022-11-06,6697989,7470207,3359009,700931,80.34,89.61,40.29,8.41,"3513244",3891103,"1840498","385744",80.61,89.28,42.23,8.85,3140341,3526221,"1502654","314326",78.93,88.63,37.77,7.9,"2342","2853","921","54","42062","50030","14936","807"
2022-11-07,6698959,7471455,3359092,713423,80.35,89.62,40.29,8.56,"3513766",3891763,"1840537","392666",80.62,89.29,42.23,9.01,3140789,3526803,"1502698","319878",78.95,88.65,37.77,8.04,"2342","2856","921","58","42062","50033","14936","821"
2022-11-08,6699918,7472667,3359193,724759,80.37,89.63,40.29,8.69,"3514268",3892383,"1840588","398809",80.63,89.31,42.23,9.15,3141246,3527392,"1502748","325057",78.96,88.66,37.77,8.17,"2342","2857","921","60","42062","50035","14936","833"
2022-11-09,6700929,7473864,3359277,736203,80.38,89.65,40.29,8.83,"3514778",3893008,"1840629","405112",80.64,89.32,42.23,9.3,3141747,3527958,"1502791","330181",78.97,88.68,37.77,8.3,"2342","2859","921","63","42062","50039","14936","847"
2022-11-10,6701877,7475059,3359355,747888,80.39,89.66,40.3,8.97,"3515314",3893661,"1840671","411847",80.66,89.34,42.23,9.45,3142159,3528497,"1502827","335108",78.98,88.69,37.77,8.42,"2342","2861","921","67","42062","50040","14936","866"
2022-11-11,6702947,7476234,3359464,760329,80.4,89.68,40.3,9.12,"3515888",3894333,"1840733","418913",80.67,89.35,42.23,9.61,3142654,3528999,"1502874","340471",78.99,88.7,37.78,8.56,"2342","2861","921","67","42063","50041","14936","878"
2022-11-12,6703446,7476785,3359519,766747,80.41,89.68,40.3,9.2,"3516159",3894629,"1840760","422415",80.68,89.36,42.23,9.69,3142882,3529254,"1502902","343382",79,88.71,37.78,8.63,"2342","2861","921","67","42063","50041","14936","883"
2022-11-13,6703761,7477166,3359531,770555,80.41,89.69,40.3,9.24,"3516312",3894816,"1840770","424508",80.68,89.36,42.24,9.74,3143044,3529448,"1502904","345093",79,88.71,37.78,8.67,"2342","2861","921","67","42063","50041","14936","887"
2022-11-14,6704687,7478320,3359592,781613,80.42,89.7,40.3,9.38,"3516799",3895449,"1840806","430517",80.69,89.38,42.24,9.88,3143482,3529967,"1502929","350128",79.01,88.73,37.78,8.8,"2342","2861","921","68","42064","50043","14936","900"
2022-11-15,6705630,7479476,3359700,792046,80.43,89.72,40.3,9.5,"3517274",3896099,"1840862","436321",80.7,89.39,42.24,10.01,3143948,3530470,"1502981","354744",79.02,88.74,37.78,8.92,"2342","2861","921","68","42066","50046","14936","913"
2022-11-16,6706555,7480677,3359770,802912,80.45,89.73,40.3,9.63,"3517743",3896734,"1840896","442249",80.71,89.41,42.24,10.15,3144402,3531035,"1503017","359670",79.04,88.75,37.78,9.04,"2342","2861","921","69","42068","50047","14936","924"
2022-11-17,6707451,7481793,3359841,812979,80.46,89.74,40.3,9.75,"3518246",3897344,"1840931","447969",80.72,89.42,42.24,10.28,3144795,3531536,"1503053","364009",79.05,88.77,37.78,9.15,"2342","2863","921","72","42068","50050","14936","929"
2022-11-18,6708570,7483075,3359907,824814,80.47,89.76,40.3,9.89,"3518824",3898038,"1840969","454658",80.74,89.44,42.24,10.43,3145336,3532116,"1503081","369136",79.06,88.78,37.78,9.28,"2342","2870","921","79","42068","50051","14936","941"
2022-11-19,6709037,7483624,3359966,830731,80.47,89.77,40.3,9.96,"3519054",3898321,"1841003","457904",80.74,89.44,42.24,10.51,3145573,3532367,"1503106","371783",79.07,88.79,37.78,9.34,"2342","2885","921","95","42068","50051","14936","949"
2022-11-20,6709321,7483982,3359981,834191,80.48,89.77,40.3,10.01,"3519204",3898530,"1841011","459828",80.75,89.45,42.24,10.55,3145707,3532516,"1503113","373317",79.07,88.79,37.78,9.38,"2342","2885","921","95","42068","50051","14936","951"
2022-11-21,6710136,7485193,3360033,844028,80.49,89.78,40.3,10.12,"3519637",3899185,"1841038","465129",80.76,89.46,42.24,10.67,3146088,3533069,"1503138","377842",79.08,88.81,37.78,9.5,"2342","2886","921","97","42069","50053","14936","960"
2022-11-22,6710878,7486216,3360091,852859,80.5,89.8,40.3,10.23,"3520036",3899715,"1841065","469809",80.76,89.48,42.24,10.78,3146430,3533560,"1503169","381984",79.09,88.82,37.78,9.6,"2342","2887","921","97","42070","50054","14936","969"
2022-11-23,6711583,7487271,3360157,861262,80.51,89.81,40.31,10.33,"3520430",3900254,"1841101","474312",80.77,89.49,42.24,10.88,3146737,3534074,"1503199","385869",79.09,88.83,37.78,9.7,"2342","2888","921","99","42074","50055","14936","982"
2022-11-24,6711596,7487295,3360161,861371,80.51,89.81,40.31,10.33,"3520436",3900265,"1841102","474361",80.77,89.49,42.24,10.88,3146744,3534087,"1503202","385929",79.09,88.83,37.78,9.7,"2342","2888","921","99","42074","50055","14936","982"
2022-11-25,6712125,7487933,3360196,867160,80.51,89.82,40.31,10.4,"3520728",3900598,"1841118","477533",80.78,89.5,42.24,10.96,3146980,3534391,"1503221","388538",79.1,88.84,37.78,9.77,"2342","2889","921","99","42075","50055","14936","990"
2022-11-26,6712474,7488414,3360216,872070,80.52,89.82,40.31,10.46,"3520913",3900851,"1841130","480265",80.78,89.5,42.24,11.02,3147144,3534619,"1503229","390712",79.1,88.84,37.78,9.82,"2342","2889","921","99","42075","50055","14936","994"
2022-11-27,6712676,7488745,3360227,875182,80.52,89.83,40.31,10.5,"3521024",3901035,"1841138","481971",80.79,89.51,42.24,11.06,3147235,3534765,"1503232","392116",79.11,88.85,37.78,9.86,"2342","2889","921","99","42075","50056","14936","996"
2022-11-28,6713324,7489553,3360287,881842,80.53,89.84,40.31,10.58,"3521351",3901458,"1841175","485539",80.79,89.52,42.24,11.14,3147556,3535148,"1503254","395200",79.12,88.86,37.79,9.93,"2342","2889","921","99","42075","50058","14937","1004"
2022-11-29,6714020,7490348,3360334,888482,80.53,89.85,40.31,10.66,"3521720",3901872,"1841200","489209",80.8,89.53,42.25,11.22,3147881,3535527,"1503276","398160",79.12,88.87,37.79,10.01,"2344","2889","921","102","42075","50060","14937","1011"
2022-11-30,6714799,7491340,3360386,896769,80.54,89.86,40.31,10.76,"3522145",3902386,"1841224","493631",80.81,89.54,42.25,11.33,3148235,3535999,"1503304","402005",79.13,88.88,37.79,10.1,"2344","2895","921","114","42075","50060","14937","1019"
2022-12-01,6715522,7492256,3360453,904824,80.55,89.87,40.31,10.85,"3522507",3902866,"1841260","498014",80.82,89.55,42.25,11.43,3148596,3536429,"1503335","405662",79.14,88.89,37.79,10.2,"2344","2895","921","114","42075","50066","14937","1034"
2022-12-02,6716497,7493302,3360522,914680,80.56,89.88,40.31,10.97,"3523035",3903458,"1841294","503656",80.83,89.56,42.25,11.56,3149043,3536881,"1503370","409859",79.15,88.9,37.79,10.3,"2344","2895","921","114","42075","50068","14937","1051"
2022-12-03,6716932,7493819,3360566,919594,80.57,89.89,40.31,11.03,"3523271",3903723,"1841314","506309",80.84,89.57,42.25,11.62,3149242,3537130,"1503394","412116",79.16,88.91,37.79,10.36,"2344","2898","921","117","42075","50068","14937","1052"
2022-12-04,6717183,7494117,3360574,922757,80.57,89.89,40.31,11.07,"3523412",3903890,"1841319","508067",80.84,89.57,42.25,11.66,3149352,3537261,"1503397","413521",79.16,88.91,37.79,10.39,"2344","2898","921","117","42075","50068","14937","1052"
2022-12-05,6717921,7495076,3360641,930965,80.58,89.9,40.31,11.17,"3523793",3904380,"1841360","512562",80.85,89.58,42.25,11.76,3149708,3537729,"1503423","417226",79.17,88.92,37.79,10.49,"2344","2898","921","117","42076","50069","14937","1060"
2022-12-06,6718600,7496041,3360709,938632,80.59,89.91,40.31,11.26,"3524153",3904887,"1841391","516741",80.86,89.59,42.25,11.86,3150025,3538172,"1503460","420689",79.18,88.93,37.79,10.57,"2346","2908","921","130","42076","50074","14937","1072"
2022-12-07,6719313,7496992,3360777,946510,80.6,89.93,40.31,11.35,"3524520",3905368,"1841426","520963",80.87,89.61,42.25,11.95,3150371,3538635,"1503493","424329",79.19,88.95,37.79,10.67,"2346","2914","921","136","42076","50075","14937","1082"
2022-12-08,6719993,7497899,3360847,954718,80.61,89.94,40.31,11.45,"3524874",3905826,"1841459","525444",80.88,89.62,42.25,12.06,3150696,3539083,"1503530","428051",79.19,88.96,37.79,10.76,"2347","2914","921","136","42076","50076","14937","1087"
2022-12-09,6720923,7498937,3360928,964701,80.62,89.95,40.31,11.57,"3525374",3906348,"1841497","531046",80.89,89.63,42.25,12.18,3151126,3539599,"1503573","432423",79.21,88.97,37.79,10.87,"2347","2914","921","136","42076","50076","14937","1096"
2022-12-10,6721352,7499509,3360966,970822,80.62,89.96,40.31,11.64,"3525596",3906656,"1841524","534404",80.89,89.64,42.25,12.26,3151333,3539863,"1503584","435182",79.21,88.98,37.79,10.94,"2347","2914","921","137","42076","50076","14937","1099"
2022-12-11,6721601,7499832,3360978,974409,80.63,89.96,40.31,11.69,"3525736",3906822,"1841531","536318",80.9,89.64,42.25,12.31,3151442,3540016,"1503589","436851",79.21,88.98,37.79,10.98,"2347","2918","921","141","42076","50076","14937","1099"
2022-12-12,6722353,7500947,3361059,983833,80.63,89.97,40.32,11.8,"3526141",3907413,"1841578","541323",80.9,89.65,42.25,12.42,3151788,3540534,"1503623","441254",79.22,88.99,37.79,11.09,"2347","2923","921","146","42077","50077","14937","1110"
2022-12-13,6723105,7502006,3361116,993042,80.64,89.99,40.32,11.91,"3526543",3907984,"1841605","546304",80.91,89.67,42.25,12.53,3152137,3541019,"1503653","445473",79.23,89.01,37.8,11.2,"2347","2923","921","146","42078","50080","14937","1119"
2022-12-14,6723854,7503003,3361182,1002177,80.65,90,40.32,12.02,"3526933",3908514,"1841630","551259",80.92,89.68,42.25,12.65,3152495,3541485,"1503692","449643",79.24,89.02,37.8,11.3,"2347","2924","921","147","42079","50080","14939","1128"
2022-12-15,6724477,7504000,3361250,1010164,80.66,90.01,40.32,12.12,"3527280",3909055,"1841670","555574",80.93,89.69,42.26,12.75,3152768,3541935,"1503720","453299",79.25,89.03,37.8,11.39,"2347","2927","921","152","42082","50083","14939","1139"
2022-12-16,6725253,7505018,3361323,1019143,80.67,90.02,40.32,12.22,"3527673",3909603,"1841707","560412",80.94,89.7,42.26,12.86,3153151,3542399,"1503756","457417",79.26,89.04,37.8,11.5,"2347","2929","921","156","42082","50087","14939","1158"
2022-12-17,6725711,7505578,3361353,1024949,80.67,90.03,40.32,12.29,"3527895",3909887,"1841724","563508",80.95,89.71,42.26,12.93,3153386,3542673,"1503769","460117",79.26,89.05,37.8,11.57,"2348","2931","921","161","42082","50087","14939","1163"
2022-12-18,6725927,7505922,3361370,1028301,80.68,90.03,40.32,12.33,"3528009",3910067,"1841733","565339",80.95,89.71,42.26,12.97,3153488,3542834,"1503777","461631",79.26,89.05,37.8,11.6,"2348","2934","921","164","42082","50087","14939","1167"
2022-12-19,6726613,7506963,3361432,1036834,80.69,90.05,40.32,12.44,"3528367",3910636,"1841772","569851",80.96,89.73,42.26,13.07,3153816,3543306,"1503800","465639",79.27,89.06,37.8,11.7,"2348","2934","921","164","42082","50087","14939","1180"
2022-12-20,6727327,7507972,3361494,1045040,80.69,90.06,40.32,12.54,"3528724",3911132,"1841806","574142",80.96,89.74,42.26,13.17,3154173,3543818,"1503828","469547",79.28,89.08,37.8,11.8,"2348","2934","921","164","42082","50088","14939","1187"
2022-12-21,6727954,7508907,3361554,1052965,80.7,90.07,40.32,12.63,"3529031",3911639,"1841838","578403",80.97,89.75,42.26,13.27,3154493,3544243,"1503856","473197",79.29,89.09,37.8,11.89,"2348","2934","921","164","42082","50091","14939","1201"
2022-12-22,6728482,7509746,3361599,1059642,80.71,90.08,40.32,12.71,"3529322",3912073,"1841862","581932",80.98,89.76,42.26,13.35,3154729,3544646,"1503877","476334",79.3,89.1,37.8,11.97,"2348","2934","921","166","42083","50093","14939","1210"
2022-12-23,6728951,7510445,3361642,1065379,80.71,90.09,40.32,12.78,"3529543",3912444,"1841883","584916",80.98,89.77,42.26,13.42,3154977,3544971,"1503899","479077",79.3,89.1,37.8,12.04,"2348","2934","921","166","42083","50096","14939","1220"
2022-12-24,6729049,7510605,3361646,1066731,80.71,90.09,40.32,12.8,"3529596",3912534,"1841886","585626",80.98,89.77,42.26,13.44,3155022,3545041,"1503900","479717",79.3,89.11,37.8,12.06,"2348","2934","921","166","42083","50096","14939","1222"
2022-12-25,6729053,7510612,3361646,1066762,80.71,90.09,40.32,12.8,"3529598",3912538,"1841886","585641",80.98,89.77,42.26,13.44,3155024,3545044,"1503900","479731",79.3,89.11,37.8,12.06,"2348","2934","921","166","42083","50096","14939","1224"
2022-12-26,6729326,7511118,3361669,1070068,80.72,90.1,40.32,12.84,"3529748",3912819,"1841897","587401",80.99,89.78,42.26,13.48,3155147,3545269,"1503912","481277",79.31,89.11,37.8,12.1,"2348","2934","921","166","42083","50096","14939","1224"
2022-12-27,6729907,7512072,3361729,1077259,80.73,90.11,40.32,12.92,"3530044",3913319,"1841924","591305",80.99,89.79,42.26,13.57,3155431,3545721,"1503945","484553",79.31,89.12,37.8,12.18,"2348","2935","921","169","42084","50097","14939","1232"
2022-12-28,6730433,7512974,3361795,1084146,80.73,90.12,40.32,13,"3530304",3913793,"1841952","594968",81,89.8,42.26,13.65,3155697,3546148,"1503983","487769",79.32,89.13,37.8,12.26,"2348","2936","921","170","42084","50097","14939","1239"
2022-12-29,6730968,7513847,3361846,1090575,80.74,90.13,40.33,13.08,"3530587",3914254,"1841975","598463",81.01,89.81,42.26,13.73,3155948,3546555,"1504011","490694",79.33,89.14,37.8,12.33,"2348","2936","921","170","42085","50102","14939","1248"
2022-12-30,6731441,7514672,3361895,1096585,80.74,90.14,40.33,13.15,"3530846",3914696,"1842000","601737",81.01,89.82,42.26,13.81,3156162,3546938,"1504035","493419",79.33,89.15,37.8,12.4,"2348","2936","921","170","42085","50102","14939","1259"
2022-12-31,6731591,7514924,3361911,1098381,80.75,90.14,40.33,13.18,"3530924",3914817,"1842006","602678",81.01,89.82,42.26,13.83,3156234,3547069,"1504045","494273",79.33,89.16,37.8,12.42,"2348","2936","921","170","42085","50102","14939","1260"
2023-01-01,6731598,7514944,3361914,1098452,80.75,90.14,40.33,13.18,"3530928",3914828,"1842008","602713",81.01,89.82,42.26,13.83,3156237,3547078,"1504046","494309",79.33,89.16,37.8,12.42,"2348","2936","921","170","42085","50102","14939","1260"
2023-01-02,6731934,7515540,3361930,1102050,80.75,90.15,40.33,13.22,"3531121",3915132,"1842017","604673",81.02,89.83,42.26,13.87,3156380,3547369,"1504053","495943",79.34,89.16,37.81,12.47,"2348","2936","921","170","42085","50103","14939","1264"
2023-01-03,6732454,7516377,3361976,1107252,80.76,90.16,40.33,13.28,"3531394",3915569,"1842038","607473",81.03,89.84,42.26,13.94,3156627,3547768,"1504078","498342",79.34,89.17,37.81,12.53,"2348","2936","921","170","42085","50104","14939","1267"
2023-01-04,6733069,7517331,3362027,1113109,80.76,90.17,40.33,13.35,"3531722",3916055,"1842063","610658",81.03,89.85,42.26,14.01,3156914,3548229,"1504104","501005",79.35,89.19,37.81,12.59,"2348","2943","921","177","42085","50104","14939","1269"
2023-01-05,6733633,7518235,3362063,1118601,80.77,90.18,40.33,13.42,"3532017",3916567,"1842077","613675",81.04,89.86,42.27,14.08,3157183,3548617,"1504126","503475",79.36,89.2,37.81,12.66,"2348","2943","921","177","42085","50108","14939","1274"
2023-01-06,6734301,7519159,3362110,1124915,80.78,90.19,40.33,13.49,"3532387",3917084,"1842106","617245",81.05,89.87,42.27,14.16,3157481,3549021,"1504143","506213",79.36,89.21,37.81,12.72,"2348","2944","921","179","42085","50110","14940","1278"
2023-01-07,6734729,7519686,3362134,1129283,80.78,90.2,40.33,13.55,"3532594",3917367,"1842118","619584",81.05,89.88,42.27,14.22,3157702,3549265,"1504155","508238",79.37,89.21,37.81,12.77,"2348","2944","921","179","42085","50110","14940","1282"
2023-01-08,6734949,7520005,3362147,1131722,80.79,90.2,40.33,13.57,"3532707",3917536,"1842122","620897",81.06,89.89,42.27,14.25,3157809,3549415,"1504164","509362",79.37,89.22,37.81,12.8,"2348","2944","921","179","42085","50110","14940","1284"
2023-01-09,6735517,7520861,3362202,1137139,80.79,90.21,40.33,13.64,"3532993",3918000,"1842151","623828",81.06,89.9,42.27,14.31,3158091,3549806,"1504190","511845",79.38,89.23,37.81,12.87,"2348","2944","921","179","42085","50111","14940","1287"
2023-01-10,6736109,7521594,3362251,1142196,80.8,90.22,40.33,13.7,"3533298",3918381,"1842181","626563",81.07,89.9,42.27,14.38,3158378,3550156,"1504209","514163",79.39,89.23,37.81,12.92,"2348","2944","921","179","42085","50113","14940","1291"
2023-01-11,6736640,7522360,3362301,1147096,80.81,90.23,40.33,13.76,"3533567",3918766,"1842216","629198",81.08,89.91,42.27,14.44,3158640,3550535,"1504224","516422",79.39,89.24,37.81,12.98,"2348","2944","921","179","42085","50115","14940","1297"
2023-01-12,6737132,7523063,3362353,1151502,80.81,90.24,40.33,13.81,"3533833",3919131,"1842246","631612",81.08,89.92,42.27,14.49,3158866,3550871,"1504246","518408",79.4,89.25,37.81,13.03,"2348","2944","921","179","42085","50117","14940","1303"
2023-01-13,6737792,7523782,3362424,1156743,80.82,90.25,40.33,13.88,"3534174",3919508,"1842287","634561",81.09,89.93,42.27,14.56,3159184,3551213,"1504276","520694",79.41,89.26,37.81,13.09,"2348","2944","921","179","42086","50117","14940","1309"
2023-01-14,6738087,7524242,3362452,1159994,80.82,90.25,40.33,13.91,"3534343",3919739,"1842299","636363",81.09,89.94,42.27,14.6,3159310,3551442,"1504292","522141",79.41,89.27,37.81,13.12,"2348","2944","921","180","42086","50117","14940","1310"
2023-01-15,6738245,7524490,3362470,1161724,80.83,90.26,40.33,13.93,"3534428",3919860,"1842309","637318",81.1,89.94,42.27,14.62,3159383,3551569,"1504300","522916",79.41,89.27,37.81,13.14,"2348","2944","921","180","42086","50117","14940","1310"
2023-01-16,6738574,7524936,3362501,1164415,80.83,90.26,40.33,13.97,"3534596",3920085,"1842329","638733",81.1,89.94,42.27,14.66,3159544,3551790,"1504311","524189",79.42,89.28,37.81,13.18,"2348","2944","921","180","42086","50117","14940","1313"
2023-01-17,6739059,7525654,3362552,1168033,80.83,90.27,40.33,14.01,"3534841",3920468,"1842355","640622",81.1,89.95,42.27,14.7,3159784,3552124,"1504336","525914",79.42,89.28,37.81,13.22,"2348","2944","921","181","42086","50118","14940","1316"
2023-01-18,6739530,7526373,3362602,1171580,80.84,90.28,40.33,14.05,"3535091",3920845,"1842378","642559",81.11,89.96,42.27,14.74,3160005,3552465,"1504362","527518",79.43,89.29,37.81,13.26,"2348","2944","921","182","42086","50119","14941","1321"
2023-01-19,6739949,7526975,3362653,1174620,80.85,90.29,40.33,14.09,"3535290",3921160,"1842403","644178",81.11,89.97,42.27,14.78,3160225,3552750,"1504388","528934",79.43,89.3,37.81,13.3,"2348","2944","921","182","42086","50121","14941","1326"
2023-01-20,6740523,7527644,3362694,1178253,80.85,90.29,40.34,14.13,"3535589",3921511,"1842423","646158",81.12,89.98,42.27,14.83,3160499,3553066,"1504409","530585",79.44,89.31,37.81,13.34,"2348","2945","921","182","42087","50122","14941","1328"
2023-01-21,6740727,7527973,3362715,1180132,80.85,90.3,40.34,14.16,"3535704",3921677,"1842429","647197",81.12,89.98,42.27,14.85,3160588,3553229,"1504424","531425",79.44,89.31,37.81,13.36,"2348","2945","921","182","42087","50122","14941","1328"
2023-01-22,6740798,7528182,3362718,1180972,80.86,90.3,40.34,14.17,"3535746",3921789,"1842430","647671",81.13,89.98,42.27,14.86,3160617,3553325,"1504426","531791",79.44,89.31,37.81,13.37,"2348","2945","921","182","42087","50123","14941","1328"
2023-01-23,6741148,7528763,3362738,1183569,80.86,90.31,40.34,14.2,"3535921",3922068,"1842442","649062",81.13,89.99,42.27,14.89,3160792,3553625,"1504434","532995",79.45,89.32,37.81,13.4,"2348","2945","921","182","42087","50125","14941","1330"
2023-01-24,6741580,7529322,3362777,1186537,80.87,90.31,40.34,14.23,"3536125",3922372,"1842464","650641",81.13,90,42.27,14.93,3161018,3553877,"1504450","534380",79.45,89.33,37.82,13.43,"2348","2945","921","182","42089","50128","14942","1334"
2023-01-25,6741972,7529892,3362815,1189152,80.87,90.32,40.34,14.26,"3536335",3922630,"1842482","652017",81.14,90,42.27,14.96,3161200,3554187,"1504470","535616",79.46,89.34,37.82,13.46,"2348","2945","921","182","42089","50130","14942","1337"
2023-01-26,6742325,7530412,3362851,1191675,80.87,90.33,40.34,14.29,"3536519",3922895,"1842506","653414",81.14,90.01,42.28,14.99,3161368,3554442,"1504482","536740",79.46,89.34,37.82,13.49,"2348","2945","921","182","42090","50130","14942","1339"
2023-01-27,6742806,7530918,3362885,1194404,80.88,90.33,40.34,14.33,"3536766",3923175,"1842517","654933",81.15,90.01,42.28,15.03,3161602,3554668,"1504505","537949",79.47,89.35,37.82,13.52,"2348","2945","921","182","42090","50130","14942","1340"
2023-01-28,6742978,7531249,3362910,1195951,80.88,90.34,40.34,14.35,"3536862",3923350,"1842533","655771",81.15,90.02,42.28,15.05,3161678,3554824,"1504514","538658",79.47,89.35,37.82,13.54,"2348","2945","921","182","42090","50130","14942","1340"
2023-01-29,6743089,7531441,3362923,1196880,80.88,90.34,40.34,14.36,"3536918",3923449,"1842541","656260",81.15,90.02,42.28,15.06,3161733,3554917,"1504519","539098",79.47,89.35,37.82,13.55,"2348","2945","921","182","42090","50130","14942","1340"
2023-01-30,6743486,7532011,3362966,1199267,80.89,90.35,40.34,14.39,"3537134",3923748,"1842567","657569",81.16,90.03,42.28,15.09,3161914,3555188,"1504536","540171",79.48,89.36,37.82,13.58,"2348","2945","921","182","42090","50130","14942","1345"
2023-01-31,6743853,7532492,3362996,1201632,80.89,90.35,40.34,14.41,"3537309",3923998,"1842585","658793",81.16,90.03,42.28,15.12,3162106,3555419,"1504548","541310",79.48,89.37,37.82,13.61,"2348","2945","921","182","42090","50130","14942","1347"
2023-02-01,6744194,7532948,3363037,1203887,80.9,90.36,40.34,14.44,"3537510",3924245,"1842603","660041",81.17,90.04,42.28,15.14,3162246,3555628,"1504571","542313",79.48,89.37,37.82,13.63,"2348","2945","921","182","42090","50130","14942","1351"
2023-02-02,6744517,7533368,3363073,1205953,80.9,90.36,40.34,14.47,"3537664",3924454,"1842626","661163",81.17,90.04,42.28,15.17,3162414,3555838,"1504584","543257",79.49,89.38,37.82,13.66,"2348","2945","921","182","42091","50131","14942","1351"
